%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1610713935475003652,109,1610713935474793071,crazyflie/base_link,0.05900954827666283,0.00628542248159647,-0.05193488299846649,0.04289688542485237,-0.07472360879182816,-0.24215984344482422,0.966403067111969
1610713935484472465,110,1610713935484212762,crazyflie/base_link,0.08035620301961899,0.01810026355087757,0.005770392715930939,0.03459426388144493,-0.06365344673395157,-0.2850567400455475,0.955768883228302
1610713935492814411,111,1610713935492697024,crazyflie/base_link,0.08149809390306473,0.010724800638854504,0.012144969776272774,0.040129344910383224,-0.06780476123094559,-0.31826722621917725,0.9447212219238281
1610713935503391571,112,1610713935503200623,crazyflie/base_link,0.09248701483011246,-0.019859645515680313,-0.0017976220697164536,0.05119951069355011,-0.06088590621948242,-0.48847100138664246,0.8689462542533875
1610713935514088290,113,1610713935513936977,crazyflie/base_link,0.1104806661605835,-0.031624726951122284,0.026852235198020935,0.04428065940737724,-0.04289688542485237,-0.5964051485061646,0.8003123998641968
1610713935522655488,114,1610713935522482974,crazyflie/base_link,0.09873075783252716,-0.017064504325389862,0.05152122303843498,0.03736180439591408,-0.04289688542485237,-0.4801683723926544,0.8753297924995422
1610713935532471192,115,1610713935532371319,crazyflie/base_link,0.06417566537857056,0.01631183922290802,0.0662924274802208,0.02629164233803749,-0.0567345917224884,-0.16190116107463837,0.9848238229751587
1610713935544867831,116,1610713935544707517,crazyflie/base_link,0.05477239564061165,0.02619786001741886,0.057037629187107086,0.009686394594609737,-0.05258328467607498,-0.058118365705013275,0.9968768358230591
1610713935553167495,117,1610713935552997919,crazyflie/base_link,0.03816166892647743,0.030622610822319984,0.05065460130572319,0.0013837706064805388,-0.0567345917224884,0.04428065940737724,0.9974058866500854
1610713935563662132,118,1610713935563458385,crazyflie/base_link,0.03231312334537506,0.03511714190244675,0.06638452410697937,-0.017989017069339752,-0.04843197017908096,0.09963148087263107,0.9936822056770325
1610713935571843610,119,1610713935571646463,crazyflie/base_link,0.028131669387221336,0.03034193068742752,0.061124954372644424,-0.029059182852506638,-0.04704819992184639,0.08856131881475449,0.9945344924926758
1610713935586274381,120,1610713935586166455,crazyflie/base_link,0.02301563322544098,0.03267296776175499,0.07513120770454407,-0.04704819992184639,-0.03736180439591408,0.13145819306373596,0.9894995093345642
1610713935594689311,121,1610713935594492376,crazyflie/base_link,0.021149473264813423,0.027397852391004562,0.07454010844230652,-0.0567345917224884,-0.03321049362421036,0.09548017382621765,0.9932581782341003
1610713935603030724,122,1610713935602870223,crazyflie/base_link,0.018731804564595222,0.025102563202381134,0.07239934056997299,-0.06918852776288986,-0.024907870218157768,0.07472360879182816,0.9944892525672913
1610713935615617813,123,1610713935615471845,crazyflie/base_link,0.005118434317409992,0.031095704063773155,0.09419199079275131,-0.08441001176834106,-0.01107016485184431,0.20894935727119446,0.9742138385772705
1610713935624169523,124,1610713935624041988,crazyflie/base_link,0.004004240036010742,0.028815211728215218,0.09327012300491333,-0.09548017382621765,-0.004151311703026295,0.16743624210357666,0.9812397360801697
1610713935632419074,125,1610713935632291497,crazyflie/base_link,-0.0086027467623353,0.03318296745419502,0.11118270456790924,-0.10793410241603851,0.012453935109078884,0.31273216009140015,0.9436067938804626
1610713935642913048,126,1610713935642597999,crazyflie/base_link,-0.003926984500139952,0.03175877034664154,0.09942178428173065,-0.11762050539255142,0.023524099960923195,0.22832214832305908,0.966168224811554
1610713935653021947,127,1610713935652722780,crazyflie/base_link,-0.012047473341226578,0.03479045256972313,0.1076849177479744,-0.12453935295343399,0.040129344910383224,0.3570128083229065,0.9248899817466736
1610713935665921618,128,1610713935665677703,crazyflie/base_link,-0.011613063514232635,0.03407435864210129,0.10990718007087708,-0.13560952246189117,0.04843197017908096,0.24215984344482422,0.9594910144805908
1610713935672680843,129,1610713935672406846,crazyflie/base_link,-0.010312629863619804,0.03521550074219704,0.10862986743450165,-0.14114460349082947,0.0567345917224884,0.11623673141002655,0.9815031290054321
1610713935685163803,130,1610713935684961485,crazyflie/base_link,-0.015798065811395645,0.03681258484721184,0.10303691029548645,-0.14114460349082947,0.0774911567568779,0.3044295310974121,0.9388269186019897
1610713935694073601,131,1610713935693755821,crazyflie/base_link,-0.014411338604986668,0.04026849940419197,0.10505440831184387,-0.1452959030866623,0.08441001176834106,0.15636608004570007,0.9733004570007324
1610713935703069891,132,1610713935702822973,crazyflie/base_link,-0.0234387069940567,0.03883601725101471,0.10943417996168137,-0.14114460349082947,0.0982477143406868,0.32795363664627075,0.9289090633392334
1610713935713990004,133,1610713935713778497,crazyflie/base_link,-0.023744303733110428,0.04325052350759506,0.1143670305609703,-0.14114460349082947,0.10516656935214996,0.22001951932907104,0.9594840407371521
1610713935725125194,134,1610713935724875882,crazyflie/base_link,-0.03177636116743088,0.04044690355658531,0.11967930942773819,-0.1300744265317917,0.1134691834449768,0.3348724842071533,0.9263184070587158
1610713935731643780,135,1610713935731441050,crazyflie/base_link,-0.02585131675004959,0.05123515799641609,0.11711844801902771,-0.12730689346790314,0.11623673141002655,0.17435508966445923,0.969475269317627
1610713935743856589,136,1610713935743558623,crazyflie/base_link,-0.03123670443892479,0.04517665505409241,0.110524483025074,-0.10655033588409424,0.1190042719244957,0.2850567400455475,0.9451072216033936
1610713935763894156,137,1610713935763736040,crazyflie/base_link,-0.012751985341310501,0.07009479403495789,0.0948462262749672,-0.08441001176834106,0.10655033588409424,-0.0013837706064805388,0.9907169342041016
1610713935772044746,138,1610713935771910110,crazyflie/base_link,-0.030128292739391327,0.07123997062444687,0.12430718541145325,-0.06365344673395157,0.09548017382621765,0.0982477143406868,0.9885237216949463
1610713935786614066,139,1610713935786452559,crazyflie/base_link,-0.022282812744379044,0.07586775720119476,0.1072155013680458,-0.045664429664611816,0.08717754483222961,0.06918852776288986,0.9927375316619873
1610713935793175265,140,1610713935793018955,crazyflie/base_link,-0.033732835203409195,0.07440569251775742,0.11755867302417755,-0.019372789189219475,0.07333984225988388,0.14391213655471802,0.9866788983345032
1610713935803524090,141,1610713935803343681,crazyflie/base_link,-0.0227762870490551,0.09041164070367813,0.11925482004880905,-0.00830262340605259,0.06503721326589584,0.06365344673395157,0.9958159923553467
1610713935812481146,142,1610713935812313562,crazyflie/base_link,-0.03164101019501686,0.09209296852350235,0.12935617566108704,0.015221476554870605,0.05119951069355011,0.10516656935214996,0.9930191040039062
1610713935822814539,143,1610713935822673908,crazyflie/base_link,-0.02156105823814869,0.10665968060493469,0.13243672251701355,0.024907870218157768,0.045664429664611816,0.049815740436315536,0.9974029660224915
1610713935834477305,144,1610713935834343664,crazyflie/base_link,-0.013683938421308994,0.11634962260723114,0.1271839141845703,0.03321049362421036,0.03874557837843895,0.009686394594609737,0.998650074005127
1610713935844775839,145,1610713935844659597,crazyflie/base_link,-0.023706959560513496,0.10946827381849289,0.12276969850063324,0.0567345917224884,0.029059182852506638,0.07333984225988388,0.9952678084373474
1610713935853727814,146,1610713935853589020,crazyflie/base_link,-0.018579376861453056,0.11918964236974716,0.12437767535448074,0.062269676476716995,0.027675412595272064,0.049815740436315536,0.9964311122894287
1610713935864464921,147,1610713935864340693,crazyflie/base_link,-0.021838651970028877,0.11977436393499374,0.12913157045841217,0.0774911567568779,0.024907870218157768,0.07333984225988388,0.9939798712730408
1610713935874661995,148,1610713935874565292,crazyflie/base_link,-0.020095841959118843,0.130407452583313,0.13367223739624023,0.0774911567568779,0.024907870218157768,0.05950213596224785,0.994904100894928
1610713935883627892,149,1610713935883482938,crazyflie/base_link,-0.027096444740891457,0.11717016994953156,0.11269514262676239,0.08994509279727936,0.023524099960923195,0.0982477143406868,0.9908096790313721
1610713935895641208,150,1610713935895486792,crazyflie/base_link,-0.027469957247376442,0.12317865341901779,0.11471222341060638,0.09132885932922363,0.024907870218157768,0.0982477143406868,0.9906492829322815
1610713935904692211,151,1610713935904496846,crazyflie/base_link,-0.025570683181285858,0.12700854241847992,0.11516454070806503,0.09271262586116791,0.02629164233803749,0.09271262586116791,0.9910184144973755
